caseidx,d0,d1a,d1b,d1c,d2,d3,d4,d5,d6,d7,d8,d9,d10,b1a,b1aa,b1b,b2a,b2b,b3a,b3b,b4a,b4b,b5a,b5b,b6a,b6b,i0,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,ga,gb1,gb2,gb3,gb4,gb5,gb6,gb7,gb8,gb9a,gb9b,cr1,cr2,ct1,ct1a,ct1b,ct2,ct2a,ct2b,c1,c2,e1,e2,e3,e4,e5,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,g1,g2,callern,caller_id,supern,team_no,dateinterviewstart,dateinterviewend,interview_start_time,interview_end_time,caller_phone_number,name_of_respondent,phone_number_of_respondent,treatment_status,interviewn_result,number_of_calls
48915,246876974,RECODE,ASOFAA,1,Male,Akan,Yes,54,Middle,7,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,70,Agree,70,Agree,70,Agree,80,Agree,90,Spouse,0,0,No,No,No,Yes,No,No,No,No,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,,0,0,,0,0,200,17,0,0,0,0,0,None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,105,,10,3102020,3102020,170048,200836,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),2
43102,541297127,RECODE,ASOFAA,1,Female,Akan,No,38,JSS/JHS,4,Yes,Informal sector,1001 - 1500,Yes,I trust completely,I completely believe,Agree,90,Agree,90,Agree,90,Agree,90,Agree,90,Myself,53,350,No,No,No,Yes,No,Yes,No,No,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,,9,10,,0,0,100,10,0,7,0,0,0,None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,All of the time (7 times in 7 days,Most of the time (5-6 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,105,,10,3102020,3102020,141517,202852,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),4
49501,244024195,RECODE,ASOFAA,1,Male,Akan,Yes,59,Voc/technical/commercial,4,Yes,Informal sector,501 - 1000,Yes,I trust completely,I completely believe,Agree,90,Agree,90,Agree,90,Agree,90,Agree,90,Myself,0,0,No,No,No,No,No,No,No,No,Other specify,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,60,70,,0,0,150,0,70,30,20,700,0,None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,All of the time (7 times in 7 days,Most of the time (5-6 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,105,,10,3102020,3102020,163619,165742,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),4
44602,240965560,RECODE,ASOFAA,1,Male,Akan,Yes,45,SSS/SHS,8,Yes,Informal sector,501 - 1000,Yes,I trust completely,I completely believe,Agree,90,Agree,90,Agree,90,Agree,90,Agree,90,Spouse,0,0,No,No,No,No,No,No,No,No,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,No,No,No,No,No,No,No,No,No,No,No,,2,2,,0,0,200,19,0,15,0,0,0,None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,105,,10,3102020,3102020,172359,174310,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),3
43409,247121457,RECODE,ASOFAA,1,Male,Akan,Yes,37,JSS/JHS,5,Yes,Informal sector,501 - 1000,Yes,I trust completely,I completely believe,Agree,90,Agree,90,Agree,90,Agree,90,Agree,90,Spouse,0,0,No,No,No,No,No,No,No,No,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,50,5,,0,0,150,10,0,0,8,0,0,None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,All of the time (7 times in 7 days,All of the time (7 times in 7 days,Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,105,,10,3102020,5102020,143345,190228,.p,PII,PII,1,Yes (if call went through and the potential respondent answered),4
40708,243631527,RECODE,ASOFAA,1,Male,Akan,Yes,37,JSS/JHS,4,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,70,Agree,70,Agree,70,Agree,90,Agree,70,Spouse,48,50,No,No,No,Yes,No,No,No,No,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,,42,35,,0,0,180,100,0,10,80,0,0,None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,All of the time (7 times in 7 days,Some of the time (3-4 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,105,,10,3102020,3102020,115108,122827,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),2
44412,548381385,RECODE,ASOFAA,1,Male,Akan,Yes,71,Middle,6,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,90,Agree,90,Agree,90,Agree,90,Agree,90,Spouse,0,0,No,No,No,Yes,No,Yes,No,No,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,15,30,,0,0,200,30,130,6,0,125,0,None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,All of the time (7 times in 7 days,Some of the time (3-4 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,105,,10,3102020,3102020,144627,150721,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),2
43214,508907346,RECODE,ASOFAA,1,Male,Akan,Yes,37,JSS/JHS,4,Yes,Informal sector,501 - 1000,Yes,I trust completely,I completely believe,Agree,80,Agree,90,Agree,90,Agree,90,Agree,90,Spouse,0,0,No,No,No,No,No,No,No,No,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,50,15,,0,0,150,60,0,3,0,0,0,None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,Most of the time (5-6 times in 7 days),Some of the time (3-4 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,105,,10,3102020,3102020,141751,143218,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),2
29907,249252593,RECODE,ASOFAA,1,Female,Ga-Dangme,No,45,JSS/JHS,6,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,100,Agree,100,Agree,100,Agree,100,Agree,100,Myself,0,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,,18,5,,0,0,100,0,0,0,0,20,0,Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,101,,10,3102020,3102020,183922,184304,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),3
20408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PII,101,,10,3102020,3102020,174257,174318,.p,PII,PII,0,Refused,5
10915,247574301,RECODE,ASOFAA,1,Male,Akan,Yes,32,JSS/JHS,7,Yes,Informal sector,< 500,Yes,I don't trust at all,I don't believe,Agree,80,Agree,50,Agree,50,Agree,60,Agree,60,Spouse,0,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,,50,20,,0,0,350,50,0,30,160,40,0,None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,101,,10,3102020,3102020,180105,182432,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),1
17201,248495698,RECODE,ASOFAA,1,Male,Akan,Yes,23,SSS/SHS,3,Yes,Informal sector,501 - 1000,Yes,I somewhat trust,I somewhat believe,Agree,90,Agree,50,Agree,70,Agree,50,Agree,70,Spouse,38,250,No,No,No,No,No,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,54,15,,1,5,150,28,0,50,0,50,0,None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,101,,10,3102020,3102020,182825,183536,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),3
18608,241894411,RECODE,ASOFAA,1,Male,Akan,Yes,34,JSS/JHS,6,Yes,Informal sector,< 500,Yes,I trust completely,I completely believe,Agree,80,Agree,80,Agree,80,Agree,80,Agree,80,Spouse,0,0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,,5,3,,0,0,200,20,0,0,0,0,0,None of the time (less than 1 time in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),Some of the time (3-4 times in 7 days),A little of the time (1-2 times in 7 days),A little of the time (1-2 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),A little of the time (1-2 times in 7 days),Most of the time (5-6 times in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,101,,10,3102020,3102020,165820,171030,.p,PII,PII,0,Yes (if call went through and the potential respondent answered),1
27107,246681388,RECODE,ASOFAA,1,Male,Akan,Yes,61,Tertiary - Master?s Degree,6,Yes,Informal sector,501 - 1000,Yes,I trust completely,I completely believe,Agree,80,Agree,80,Agree,80,Agree,70,Agree,90,Spouse,14,500,No,No,No,No,No,No,Yes,Yes,Other specify,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,10,10,,0,0,300,30,0,30,800,50,0,None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),None of the time (less than 1 time in 7 days),All of the time (7 times in 7 days,Most of the time (5-6 times in 7 days),Most of the time (5-6 times in 7 days),Never(less than 1 time in 7 days),Never(less than 1 time in 7 days),PII,101,,10,3102020,3102020,153705,160459,.p,PII,PII,2,Yes (if call went through and the potential respondent answered),2
